date,code,year,month,day,rcc,gcc
2019-05-24 00:00:00,jir011,2019,5,24,0.3490507225010623,0.3774065365316129
2019-05-24 00:00:00,jir011,2019,5,24,0.3442997706171579,0.394875779710507
2019-05-24 00:00:00,jir011,2019,5,24,0.3494447598983018,0.4126514664956858
2019-05-24 00:00:00,jir011,2019,5,24,0.3502555852925307,0.4211655228165991
2019-05-24 00:00:00,jir011,2019,5,24,0.3497185545494683,0.4296566482985544
2019-05-24 00:00:00,jir011,2019,5,24,0.3532763719264412,0.4318071234371404
2019-05-24 00:00:00,jir011,2019,5,24,0.3612697805760566,0.4227275223298256
2019-05-24 00:00:00,jir011,2019,5,24,0.3634843538386649,0.4225172460758387
2019-05-24 00:00:00,jir011,2019,5,24,0.3307178994500579,0.4088714300384143
2019-05-24 00:00:00,jir011,2019,5,24,0.3342587708540158,0.3984345122427593
2019-05-25 00:00:00,jir011,2019,5,25,0.3569964835658412,0.393593073247296
2019-05-25 00:00:00,jir011,2019,5,25,0.358500944225965,0.3984917188499178
2019-05-25 00:00:00,jir011,2019,5,25,0.3560619648674079,0.4047905681560758
2019-05-25 00:00:00,jir011,2019,5,25,0.3550224394470276,0.4097994991603566
2019-05-25 00:00:00,jir011,2019,5,25,0.3562430243719837,0.4140573550060153
2019-05-25 00:00:00,jir011,2019,5,25,0.3575289933280792,0.4196546935098219
2019-05-25 00:00:00,jir011,2019,5,25,0.3543689306226965,0.4183223070237015
2019-05-25 00:00:00,jir011,2019,5,25,0.3622631889427238,0.4273389228478551
2019-05-25 00:00:00,jir011,2019,5,25,0.3583023626468143,0.4121577263984796
2019-05-25 00:00:00,jir011,2019,5,25,0.362186877305423,0.410108327844825
2019-05-25 00:00:00,jir011,2019,5,25,0.3567842306745911,0.4075326451384505
2019-05-26 00:00:00,jir011,2019,5,26,0.3427078930167642,0.3866796373174825
2019-05-26 00:00:00,jir011,2019,5,26,0.3483328473403543,0.380134666234533
2019-05-26 00:00:00,jir011,2019,5,26,0.3465531679978283,0.412004615268346
2019-05-26 00:00:00,jir011,2019,5,26,0.3524033015216004,0.4122150762554611
2019-05-26 00:00:00,jir011,2019,5,26,0.3502044672284439,0.4190833440566343
2019-05-26 00:00:00,jir011,2019,5,26,0.3483194918621212,0.4309553599058319
2019-05-26 00:00:00,jir011,2019,5,26,0.358327936639847,0.4222540852263004
2019-05-26 00:00:00,jir011,2019,5,26,0.3554773477598722,0.4049419720656202
2019-05-26 00:00:00,jir011,2019,5,26,0.3600245736675689,0.3976641543366981
2019-05-26 00:00:00,jir011,2019,5,26,0.3601577046178814,0.4015381902368124
2019-05-26 00:00:00,jir011,2019,5,26,0.3638606758489881,0.4048059671052322
2019-05-27 00:00:00,jir011,2019,5,27,0.3414107451308119,0.3673114614417752
2019-05-27 00:00:00,jir011,2019,5,27,0.3434388766612373,0.3657582064486728
2019-05-27 00:00:00,jir011,2019,5,27,0.3390956306444437,0.3600991086307709
2019-05-27 00:00:00,jir011,2019,5,27,0.3383300074644035,0.3548320269038449
2019-05-27 00:00:00,jir011,2019,5,27,0.3335060690128771,0.3442853175527904
2019-05-28 00:00:00,jir011,2019,5,28,0.3552472421178971,0.3844726447818471
